     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -10.24223     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -10.04123     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -9.84123    -0.00000    -0.00000    -0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000    -0.00000
    -9.64023    -0.00000    -0.00000    -0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000    -0.00000
    -9.44023    -0.00453    -0.00048    -0.00000    -0.00048     0.00000     0.00000     0.00000     0.00000     0.00000    -0.00550
    -9.23923    -0.13430    -0.01519    -0.00000    -0.01519     0.00000     0.00000     0.00000     0.00000     0.00000    -0.16467
    -9.03823    -0.15332    -0.02170    -0.00000    -0.02170     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19672
    -8.83823    -0.21020    -0.04502    -0.00000    -0.04502     0.00000     0.00000     0.00000     0.00000     0.00000    -0.30024
    -8.63723    -0.16900    -0.04778    -0.00000    -0.04778     0.00000     0.00000     0.00000     0.00000     0.00000    -0.26456
    -8.43723    -0.15298    -0.07366    -0.00000    -0.07366     0.00000     0.00000     0.00000     0.00000     0.00000    -0.30030
    -8.23623    -0.15566    -0.06802    -0.00000    -0.06802     0.00000     0.00000     0.00000     0.00000     0.00000    -0.29170
    -8.03623    -0.07816    -0.02704    -0.00000    -0.02704     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13224
    -7.83523    -0.05572    -0.02062    -0.00000    -0.02062     0.00000     0.00000     0.00000     0.00000     0.00000    -0.09696
    -7.63423    -0.13786    -0.05286    -0.00000    -0.05286     0.00000     0.00000     0.00000     0.00000     0.00000    -0.24358
    -7.43423    -0.07910    -0.01478    -0.00000    -0.01478     0.00000     0.00000     0.00000     0.00000     0.00000    -0.10866
    -7.23323    -0.10362    -0.02984    -0.00000    -0.02984     0.00000     0.00000     0.00000     0.00000     0.00000    -0.16330
    -7.03323    -0.07878    -0.02796    -0.00000    -0.02796     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13470
    -6.83223    -0.10342    -0.04606    -0.00001    -0.04606     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19555
    -6.63123    -0.09044    -0.04542    -0.00000    -0.04542     0.00000     0.00000     0.00000     0.00000     0.00000    -0.18128
    -6.43123    -0.09126    -0.05486    -0.00001    -0.05486     0.00000     0.00000     0.00000     0.00000     0.00000    -0.20099
    -6.23023    -0.05930    -0.03988    -0.00048    -0.03988     0.00000     0.00000     0.00000     0.00000     0.00000    -0.13954
    -6.03023    -0.09152    -0.06362    -0.00880    -0.06362     0.00000     0.00000     0.00000     0.00000     0.00000    -0.22756
    -5.82923    -0.06918    -0.06542    -0.01859    -0.06542     0.00000     0.00000     0.00000     0.00000     0.00000    -0.21861
    -5.62923    -0.04638    -0.04278    -0.02742    -0.04278     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15936
    -5.42823    -0.06472    -0.08734    -0.03198    -0.08734     0.00000     0.00000     0.00000     0.00000     0.00000    -0.27138
    -5.22723    -0.06718    -0.10406    -0.04532    -0.10406     0.00000     0.00000     0.00000     0.00000     0.00000    -0.32062
    -5.02723    -0.04462    -0.07348    -0.05498    -0.07348     0.00000     0.00000     0.00000     0.00000     0.00000    -0.24656
    -4.82623    -0.04066    -0.11704    -0.05428    -0.11704     0.00000     0.00000     0.00000     0.00000     0.00000    -0.32902
    -4.62623    -0.04108    -0.15930    -0.04810    -0.15930     0.00000     0.00000     0.00000     0.00000     0.00000    -0.40778
    -4.42523    -0.01946    -0.13320    -0.05484    -0.13320     0.00000     0.00000     0.00000     0.00000     0.00000    -0.34070
    -4.22523    -0.03354    -0.14282    -0.05736    -0.14282     0.00000     0.00000     0.00000     0.00000     0.00000    -0.37654
    -4.02423    -0.01775    -0.06310    -0.05136    -0.06310     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19531
    -3.82323    -0.02236    -0.09964    -0.04928    -0.09964     0.00000     0.00000     0.00000     0.00000     0.00000    -0.27092
    -3.62323    -0.00694    -0.09060    -0.05236    -0.09060     0.00000     0.00000     0.00000     0.00000     0.00000    -0.24050
    -3.42223    -0.01439    -0.05242    -0.05484    -0.05242     0.00000     0.00000     0.00000     0.00000     0.00000    -0.17407
    -3.22223    -0.00647    -0.05160    -0.05290    -0.05160     0.00000     0.00000     0.00000     0.00000     0.00000    -0.16257
    -3.02123    -0.00529    -0.06196    -0.04716    -0.06196     0.00000     0.00000     0.00000     0.00000     0.00000    -0.17637
    -2.82023    -0.00762    -0.07338    -0.05656    -0.07338     0.00000     0.00000     0.00000     0.00000     0.00000    -0.21094
    -2.62023    -0.00727    -0.04858    -0.04788    -0.04858     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15231
    -2.41923    -0.00052    -0.02864    -0.04522    -0.02864     0.00000     0.00000     0.00000     0.00000     0.00000    -0.10302
    -2.21923    -0.00203    -0.06086    -0.05620    -0.06086     0.00000     0.00000     0.00000     0.00000     0.00000    -0.17995
    -2.01823    -0.00094    -0.03110    -0.04664    -0.03110     0.00000     0.00000     0.00000     0.00000     0.00000    -0.10978
    -1.81823    -0.00055    -0.03372    -0.05736    -0.03372     0.00000     0.00000     0.00000     0.00000     0.00000    -0.12535
    -1.61723    -0.00004    -0.00157    -0.05556    -0.00157     0.00000     0.00000     0.00000     0.00000     0.00000    -0.05874
    -1.41623    -0.00004    -0.00000    -0.04990    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000    -0.04994
    -1.21623    -0.00005    -0.00000    -0.05474    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000    -0.05479
    -1.01523    -0.00004    -0.00000    -0.03326    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000    -0.03330
