#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60  32
# Band-Index    1
   3.33046     11.689448     11.689062
   3.24271     11.888420     11.888015
   3.15496     12.100361     12.099945
   3.06722     12.233273     12.233016
   2.97947     12.399741     12.399646
   2.89172     12.723860     12.723464
   2.80397     12.894943     12.894516
   2.71622     13.068030     13.067847
   2.62847     13.274693     13.274494
   2.54072     13.399570     13.399365
   2.45297     13.442846     13.442649
   2.36522     13.427490     13.427320
   2.27748     13.408906     13.408763
   2.27748     13.408906     13.408763
   2.23360     13.410029     13.409876
   2.18973     13.392733     13.392555
   2.14585     13.320468     13.320271
   2.10198     13.171986     13.171783
   2.05810     12.948905     12.948707
   2.01423     12.669255     12.669078
   1.97035     12.387778     12.387609
   1.92648     12.240070     12.239775
   1.88261     12.144049     12.143727
   1.83873     12.351185     12.350885
   1.79486     12.626071     12.625795
   1.75098     12.893948     12.893700
   1.70711     12.826816     12.826425
   1.66323     12.709329     12.708920
   1.61936     12.616441     12.616019
   1.57548     12.545923     12.545490
   1.53161     12.496540     12.496100
   1.48774     12.467313     12.466869
   1.44386     12.457592     12.457146
   1.44386     12.457592     12.457146
   1.36787     12.764502     12.764061
   1.29188     13.302720     13.302274
   1.21588     13.414506     13.414355
   1.13989     13.140504     13.140339
   1.06390     12.878362     12.878181
   0.98791     12.648133     12.647932
   0.91191     12.468068     12.467843
   0.83592     12.356414     12.356162
   0.75993     12.329586     12.329307
   0.68393     12.397108     12.396806
   0.60794     12.555298     12.554984
   0.53195     12.436654     12.436204
   0.45596     12.048304     12.047877
   0.37996     11.695878     11.695487
   0.30397     11.429036     11.428854
   0.22798     11.507825     11.507780
   0.15199     11.217217     11.217169
   0.07599     11.038901     11.038851
   0.00000     11.012742     11.012694
 
# Band-Index   15
   0.00000     11.012766     11.012719
   0.07599     11.072854     11.072808
   0.15199     11.250922     11.250877
   0.22798     11.541213     11.541171
   0.30397     11.901849     11.901808
   0.37996     12.388627     12.388590
   0.45596     12.956958     12.956925
   0.53195     12.785622     12.785306
   0.60794     12.846483     12.846015
   0.68393     13.264622     13.264141
   0.75993     13.676617     13.676128
   0.83592     14.062931     14.062439
   0.91191     14.387912     14.387424
   0.98791     14.591223     14.590745
   1.06390     14.583153     14.582688
   1.13989     14.315643     14.315185
   1.21588     13.852623     13.852170
   1.29188     13.673664     13.673527
   1.36787     13.874915     13.874791
   1.44386     13.954624     13.954507
   1.44386     13.954624     13.954507
   1.48774     13.930072     13.929951
   1.53161     13.856723     13.856591
   1.57548     13.737222     13.737073
   1.61936     13.575318     13.575148
   1.66323     13.376269     13.376075
   1.70711     13.146685     13.146464
   1.75098     12.970968     12.970599
   1.79486     13.144548     13.144203
   1.83873     13.349910     13.349592
   1.88261     13.589256     13.588966
   1.92648     13.863600     13.863339
   1.97035     14.172163     14.171928
   2.01423     14.512067     14.511853
   2.05810     14.688641     14.687991
   2.10198     14.538287     14.537628
   2.14585     14.417908     14.417243
   2.18973     14.330534     14.329865
   2.23360     14.277810     14.277139
   2.27748     14.260293     14.259622
   2.27748     14.260293     14.259622
   2.36522     14.329120     14.328451
   2.45297     14.529394     14.528730
   2.54072     14.848924     14.848266
   2.62847     14.442048     14.441930
   2.71622     13.876508     13.876393
   2.80397     13.344519     13.344402
   2.89172     12.853948     12.853808
   2.97947     12.532036     12.531600
   3.06722     12.317449     12.317024
   3.15496     12.256789     12.256510
   3.24271     12.351966     12.351665
   3.33046     12.539478     12.539164
   3.41821     12.808969     12.808655
   3.50596     12.482769     12.482715
   3.59371     12.063976     12.063930
   3.68146     11.658129     11.658085
   3.76921     11.321457     11.321386
   3.85695     11.091916     11.091869
   3.94470     11.012766     11.012719
 
# Band-Index   16
   3.94470     12.112866     12.112726
   3.85695     12.054341     12.054198
   3.76921     11.880703     11.880549
   3.68146     11.759685     11.759587
   3.59371     12.344445     12.344324
   3.50596     13.035320     13.035178
   3.41821     12.874565     12.874500
   3.33046     13.223639     13.223560
   3.24271     13.532642     13.532549
   3.15496     13.812383     13.812279
   3.06722     14.074902     14.074789
   2.97947     14.332460     14.332341
   2.89172     14.598338     14.598217
   2.80397     14.887212     14.887090
   2.71622     15.213481     15.213359
   2.62847     15.273867     15.273217
   2.54072     15.031517     15.031391
   2.45297     15.629220     15.629080
   2.36522     16.199235     16.199064
   2.27748     16.564648     16.564432
   2.27748     16.564648     16.564432
   2.23360     16.396948     16.396750
   2.18973     16.048423     16.048239
   2.14585     15.658762     15.658581
   2.10198     15.263830     15.263644
   2.05810     14.878459     14.878263
   2.01423     14.863782     14.863145
   1.97035     15.055423     15.054805
   1.92648     15.250938     15.250345
   1.88261     15.432407     15.431851
   1.83873     15.579531     15.579021
   1.79486     15.678649     15.678184
   1.75098     15.731144     15.730717
   1.70711     15.749535     15.749134
   1.66323     15.747857     15.747474
   1.61936     15.736796     15.736424
   1.57548     15.723078     15.722713
   1.53161     15.710930     15.710569
   1.48774     15.702840     15.702482
   1.44386     15.699941     15.699583
   1.44386     15.699941     15.699583
   1.36787     15.791065     15.790711
   1.29188     16.027909     16.027556
   1.21588     16.353873     16.353515
   1.13989     16.736064     16.735692
   1.06390     17.161133     17.160744
   0.98791     17.625767     17.625357
   0.91191     17.393327     17.393314
   0.83592     16.596419     16.596403
   0.75993     15.802902     15.802884
   0.68393     15.029571     15.029550
   0.60794     14.289174     14.289149
   0.53195     13.594312     13.594283
   0.45596     12.990588     12.990559
   0.37996     12.422144     12.422110
   0.30397     11.935198     11.935159
   0.22798     11.723527     11.723364
   0.15199     11.938277     11.938126
   0.07599     12.068970     12.068828
   0.00000     12.112866     12.112726
 
# Band-Index   17
   0.00000     13.412799     13.412716
   0.07599     13.459483     13.459400
   0.15199     13.596595     13.596511
   0.22798     13.816101     13.816016
   0.30397     13.620142     13.619865
   0.37996     13.347027     13.346734
   0.45596     13.059724     13.059418
   0.53195     13.628697     13.628672
   0.60794     14.324947     14.324925
   0.68393     15.067612     15.067594
   0.75993     15.844221     15.844207
   0.83592     16.642415     16.642405
   0.91191     17.446087     17.446080
   0.98791     17.635990     17.635471
   1.06390     17.467150     17.466514
   1.13989     17.450085     17.449459
   1.21588     17.593952     17.593356
   1.29188     17.804539     17.803982
   1.36787     17.994271     17.993759
   1.44386     18.074655     18.074169
   1.44386     18.074655     18.074169
   1.48774     18.071605     18.071120
   1.53161     18.062222     18.061740
   1.57548     18.046730     18.046252
   1.61936     18.025157     18.024685
   1.66323     17.996420     17.995955
   1.70711     17.962484     17.962028
   1.75098     17.678965     17.678435
   1.79486     17.437458     17.436954
   1.83873     17.271402     17.270934
   1.88261     17.187627     17.187195
   1.92648     17.176868     17.176464
   1.97035     17.222299     17.221915
   2.01423     17.308848     17.308476
   2.05810     17.425860     17.425494
   2.10198     17.420440     17.420069
   2.14585     17.328786     17.328432
   2.18973     17.223328     17.223002
   2.23360     17.118238     17.117957
   2.27748     17.135777     17.135534
   2.27748     17.135777     17.135534
   2.36522     16.798676     16.798462
   2.45297     16.408759     16.408587
   2.54072     15.991838     15.991696
   2.62847     15.584419     15.584291
   2.71622     15.790383     15.789741
   2.80397     16.384925     16.384290
   2.89172     16.688615     16.688078
   2.97947     17.164334     17.163770
   3.06722     16.802941     16.802609
   3.15496     16.116931     16.116654
   3.24271     15.367256     15.367026
   3.33046     14.582132     14.581939
   3.41821     13.793192     13.793027
   3.50596     13.127957     13.127654
   3.59371     13.455367     13.455080
   3.68146     13.752723     13.752455
   3.76921     13.657332     13.657248
   3.85695     13.474953     13.474870
   3.94470     13.412799     13.412716
 
# Band-Index   18
   3.94470     14.191116     14.190876
   3.85695     14.139176     14.138933
   3.76921     13.988397     13.988143
   3.68146     13.953783     13.953697
   3.59371     14.365612     14.365527
   3.50596     14.900199     14.900118
   3.41821     15.557357     15.557282
   3.33046     16.319968     16.319900
   3.24271     17.154072     17.154009
   3.15496     18.017713     18.017650
   3.06722     17.844643     17.844064
   2.97947     17.403980     17.403587
   2.89172     17.043741     17.043114
   2.80397     16.455819     16.455324
   2.71622     16.465460     16.465013
   2.62847     16.671275     16.670868
   2.54072     17.009417     17.009037
   2.45297     17.422602     17.422237
   2.36522     17.582370     17.581893
   2.27748     17.135781     17.135539
   2.27748     17.135781     17.135539
   2.23360     17.273805     17.273594
   2.18973     17.360958     17.360835
   2.14585     17.396223     17.396141
   2.10198     17.435451     17.435360
   2.05810     17.501650     17.501484
   2.01423     17.576453     17.576062
   1.97035     17.645851     17.645451
   1.92648     17.710753     17.710344
   1.88261     17.771150     17.770732
   1.83873     17.826918     17.826490
   1.79486     17.877583     17.877145
   1.75098     17.922702     17.922255
   1.70711     17.976244     17.975698
   1.66323     18.305607     18.305056
   1.61936     18.536771     18.536321
   1.57548     18.605763     18.605287
   1.53161     18.657933     18.657437
   1.48774     18.690756     18.690248
   1.44386     18.701725     18.701212
   1.44386     18.701725     18.701212
   1.36787     18.714932     18.714452
   1.29188     18.710848     18.710432
   1.21588     18.638370     18.638019
   1.13989     18.479687     18.479393
   1.06390     18.242353     18.242095
   0.98791     17.992583     17.992239
   0.91191     17.468121     17.467929
   0.83592     17.073128     17.072980
   0.75993     16.635174     16.635046
   0.68393     16.180917     16.180802
   0.60794     15.724422     15.724315
   0.53195     15.276766     15.276666
   0.45596     14.850064     14.849970
   0.37996     14.455693     14.455602
   0.30397     14.106864     14.106776
   0.22798     13.856211     13.855949
   0.15199     14.037850     14.037600
   0.07599     14.152158     14.151916
   0.00000     14.191116     14.190876
 
# Band-Index   19
   0.00000     17.232548     17.232007
   0.07599     17.263901     17.263361
   0.15199     17.355524     17.354986
   0.22798     17.500453     17.499918
   0.30397     17.688170     17.687638
   0.37996     17.905254     17.904723
   0.45596     18.135578     18.135043
   0.53195     18.358671     18.358127
   0.60794     18.546298     18.545735
   0.68393     18.656933     18.656342
   0.75993     18.637901     18.637276
   0.83592     18.453153     18.452504
   0.91191     18.129466     18.129033
   0.98791     18.176147     18.176134
   1.06390     18.921884     18.921872
   1.13989     19.604125     19.604112
   1.21588     19.680454     19.679923
   1.29188     19.570369     19.569841
   1.36787     19.505377     19.504851
   1.44386     19.483881     19.483356
   1.44386     19.483881     19.483356
   1.48774     19.417496     19.416968
   1.53161     19.232568     19.232033
   1.57548     18.962417     18.961874
   1.61936     18.643127     18.642577
   1.66323     18.453033     18.452612
   1.70711     18.358280     18.357890
   1.75098     18.255066     18.254708
   1.79486     18.146035     18.145710
   1.83873     18.033185     18.032894
   1.88261     17.918478     17.918221
   1.92648     17.804528     17.804307
   1.97035     17.693838     17.693653
   2.01423     17.590755     17.590606
   2.05810     17.501868     17.501536
   2.10198     17.566600     17.566239
   2.14585     17.726727     17.726367
   2.18973     17.726986     17.726598
   2.23360     17.712220     17.711946
   2.27748     17.789129     17.788909
   2.27748     17.789129     17.788909
   2.36522     17.789556     17.789468
   2.45297     17.662356     17.661859
   2.54072     17.806490     17.805934
   2.62847     18.036490     18.035857
   2.71622     18.284804     18.284082
   2.80397     18.255076     18.254491
   2.89172     17.901729     17.901265
   2.97947     17.751995     17.751377
   3.06722     18.492310     18.491699
   3.15496     18.683918     18.683333
   3.24271     19.007572     19.007035
   3.33046     18.714551     18.714021
   3.41821     18.406161     18.405634
   3.50596     18.104818     18.104291
   3.59371     17.825845     17.825316
   3.68146     17.584076     17.583543
   3.76921     17.395199     17.394662
   3.85695     17.274256     17.273716
   3.94470     17.232548     17.232007
 
# Band-Index   20
   3.94470     22.994731     22.994086
   3.85695     22.950283     22.949638
   3.76921     22.814689     22.814045
   3.68146     22.583167     22.582527
   3.59371     22.252080     22.251449
   3.50596     21.820639     21.820018
   3.41821     21.290601     21.289991
   3.33046     20.670808     20.670205
   3.24271     19.646830     19.646243
   3.15496     19.243448     19.242844
   3.06722     18.857158     18.857084
   2.97947     19.337065     19.336492
   2.89172     19.134986     19.134440
   2.80397     18.858751     18.858320
   2.71622     18.744290     18.744032
   2.62847     18.769023     18.768750
   2.54072     18.533481     18.533255
   2.45297     18.247723     18.247507
   2.36522     17.864598     17.864238
   2.27748     17.789141     17.788922
   2.27748     17.789141     17.788922
   2.23360     17.919457     17.919276
   2.18973     17.903402     17.903044
   2.14585     17.863793     17.863331
   2.10198     18.081327     18.080838
   2.05810     18.354140     18.353641
   2.01423     18.670956     18.670457
   1.97035     19.019639     19.019148
   1.92648     19.384588     19.384114
   1.88261     19.747123     19.746675
   1.83873     19.935585     19.935149
   1.79486     20.096233     20.095777
   1.75098     20.272915     20.272437
   1.70711     20.468948     20.468445
   1.66323     20.685460     20.684930
   1.61936     20.919907     20.919349
   1.57548     21.012074     21.011998
   1.53161     21.028010     21.027965
   1.48774     21.034384     21.034358
   1.44386     21.035958     21.035939
   1.44386     21.035958     21.035939
   1.36787     20.936099     20.936080
   1.29188     20.645527     20.645510
   1.21588     20.190341     20.190326
   1.13989     19.693467     19.693469
   1.06390     18.995936     18.995935
   0.98791     18.238182     18.238178
   0.91191     18.143829     18.143189
   0.83592     18.672656     18.672197
   0.75993     19.252833     19.252347
   0.68393     19.862235     19.861720
   0.60794     20.482805     20.482260
   0.53195     21.083930     21.083354
   0.45596     21.625769     21.625166
   0.37996     22.076914     22.076291
   0.30397     22.427828     22.427193
   0.22798     22.685106     22.684464
   0.15199     22.859943     22.859299
   0.07599     22.961431     22.960786
   0.00000     22.994731     22.994086
 
# Band-Index   21
   0.00000     24.588516     24.588069
   0.07599     24.626668     24.626223
   0.15199     24.736416     24.735980
   0.22798     24.901615     24.901192
   0.30397     25.086804     25.086398
   0.37996     24.503525     24.502963
   0.45596     23.687163     23.686606
   0.53195     22.981907     22.981350
   0.60794     22.375701     22.375142
   0.68393     21.847256     21.846696
   0.75993     21.380658     21.380100
   0.83592     20.968612     20.968057
   0.91191     20.608728     20.608177
   0.98791     20.300587     20.300041
   1.06390     20.043823     20.043282
   1.13989     19.837610     19.837075
   1.21588     20.296061     20.296065
   1.29188     20.766913     20.766919
   1.36787     21.069583     21.069590
   1.44386     21.174443     21.174450
   1.44386     21.174443     21.174450
   1.48774     21.158893     21.158899
   1.53161     21.111614     21.111615
   1.57548     21.035866     21.035861
   1.61936     20.933049     20.933034
   1.66323     20.804241     20.804217
   1.70711     20.653924     20.653891
   1.75098     20.482770     20.482727
   1.79486     20.293260     20.293208
   1.83873     20.085540     20.085480
   1.88261     19.786425     19.786006
   1.92648     19.623543     19.623472
   1.97035     19.373557     19.373480
   2.01423     19.114346     19.114265
   2.05810     18.850477     18.850389
   2.10198     18.587054     18.586957
   2.14585     18.334092     18.333979
   2.18973     18.105596     18.105456
   2.23360     18.094780     18.094421
   2.27748     18.299146     18.298787
   2.27748     18.299146     18.298787
   2.36522     18.013276     18.013069
   2.45297     18.286945     18.286757
   2.54072     18.637265     18.637019
   2.62847     18.902067     18.901830
   2.71622     19.341030     19.340783
   2.80397     19.775213     19.774964
   2.89172     19.955304     19.955110
   2.97947     19.578031     19.577922
   3.06722     19.375981     19.375416
   3.15496     19.247759     19.247211
   3.24271     19.979319     19.978717
   3.33046     20.709355     20.708765
   3.41821     21.855027     21.854436
   3.50596     23.070813     23.070219
   3.59371     24.342497     24.341899
   3.68146     24.992143     24.991728
   3.76921     24.783023     24.782591
   3.85695     24.639211     24.638768
   3.94470     24.588516     24.588069
 
# Band-Index   22
   3.94470     25.052399     25.051902
   3.85695     25.100543     25.100049
   3.76921     25.241768     25.241279
   3.68146     25.465159     25.464678
   3.59371     25.209832     25.209442
   3.50596     25.334017     25.333658
   3.41821     25.224606     25.224282
   3.33046     24.806443     24.806148
   3.24271     24.157325     24.157054
   3.15496     23.408374     23.408126
   3.06722     22.660737     22.660519
   2.97947     22.014102     22.013937
   2.89172     21.673192     21.673127
   2.80397     21.422250     21.421829
   2.71622     20.849708     20.849305
   2.62847     20.287146     20.286756
   2.54072     19.743358     19.742980
   2.45297     19.226080     19.225710
   2.36522     18.742344     18.741980
   2.27748     18.299148     18.298788
   2.27748     18.299148     18.298788
   2.23360     18.504820     18.504459
   2.18973     18.699399     18.699035
   2.14585     18.881981     18.881613
   2.10198     19.052178     19.051806
   2.05810     19.210973     19.210595
   2.01423     19.360382     19.359997
   1.97035     19.503443     19.503049
   1.92648     19.643978     19.643572
   1.88261     19.861420     19.861354
   1.83873     20.086882     20.086473
   1.79486     20.382807     20.382451
   1.75098     20.619908     20.619614
   1.70711     20.792788     20.792558
   1.66323     20.906922     20.906753
   1.61936     20.976149     20.976032
   1.57548     21.162405     21.161819
   1.53161     21.390947     21.390335
   1.48774     21.565372     21.564740
   1.44386     21.632693     21.632051
   1.44386     21.632693     21.632051
   1.36787     21.654375     21.653734
   1.29188     21.718992     21.718351
   1.21588     21.826774     21.826133
   1.13989     21.977575     21.976934
   1.06390     22.171277     22.170636
   0.98791     22.407786     22.407144
   0.91191     22.686874     22.686232
   0.83592     22.801051     22.800837
   0.75993     23.088279     23.088026
   0.68393     23.594203     23.593905
   0.60794     24.220068     24.219732
   0.53195     24.705813     24.705168
   0.45596     25.163355     25.162983
   0.37996     25.217699     25.217312
   0.30397     25.420674     25.420101
   0.22798     25.367704     25.367221
   0.15199     25.195328     25.194837
   0.07599     25.088556     25.088061
   0.00000     25.052399     25.051902
 
# Band-Index   23
   0.00000     28.227126     28.226438
   0.07599     28.019790     28.019110
   0.15199     27.351698     27.351073
   0.22798     26.401247     26.400654
   0.30397     25.598141     25.597666
   0.37996     25.782453     25.781804
   0.45596     25.227329     25.226682
   0.53195     24.807018     24.806659
   0.60794     24.221427     24.220783
   0.68393     23.776219     23.775575
   0.75993     23.371568     23.370925
   0.83592     23.008267     23.007625
   0.91191     22.752136     22.751942
   0.98791     22.895182     22.894994
   1.06390     23.165801     23.165612
   1.13989     23.514374     23.514180
   1.21588     23.905937     23.905736
   1.29188     24.229583     24.228916
   1.36787     24.165843     24.165175
   1.44386     24.144525     24.143857
   1.44386     24.144525     24.143857
   1.48774     24.225060     24.224395
   1.53161     24.452280     24.451624
   1.57548     24.793408     24.792762
   1.61936     24.731123     24.730832
   1.66323     24.319180     24.318928
   1.70711     23.895882     23.895677
   1.75098     23.500435     23.500286
   1.79486     23.146822     23.146731
   1.83873     22.832309     22.832268
   1.88261     22.543708     22.543706
   1.92648     22.268274     22.268300
   1.97035     21.996705     21.996750
   2.01423     21.727594     21.727652
   2.05810     21.465084     21.465150
   2.10198     21.217583     21.217655
   2.14585     20.997245     20.997322
   2.18973     20.819087     20.819168
   2.23360     20.700370     20.700455
   2.27748     20.657989     20.658074
   2.27748     20.657989     20.658074
   2.36522     20.831380     20.831459
   2.45297     21.267690     21.267755
   2.54072     21.746966     21.747014
   2.62847     22.041940     22.041974
   2.71622     22.035886     22.035908
   2.80397     21.805048     21.805052
   2.89172     21.996311     21.995868
   2.97947     22.564630     22.564160
   3.06722     23.125004     23.124503
   3.15496     23.682999     23.682466
   3.24271     24.253286     24.252723
   3.33046     24.853859     24.853273
   3.41821     25.487578     25.486981
   3.50596     26.031158     26.030681
   3.59371     25.746621     25.746147
   3.68146     25.645666     25.645058
   3.76921     26.912236     26.911606
   3.85695     27.898806     27.898136
   3.94470     28.227126     28.226438
 
# Band-Index   24
   3.94470     28.227138     28.226450
   3.85695     28.015243     28.014571
   3.76921     27.575552     27.574906
   3.68146     27.112214     27.111593
   3.59371     26.649004     26.648402
   3.50596     26.111676     26.111080
   3.41821     26.164710     26.164198
   3.33046     25.850366     25.849818
   3.24271     25.223286     25.222771
   3.15496     24.633269     24.632817
   3.06722     24.241175     24.240802
   2.97947     24.124256     24.123963
   2.89172     24.272554     24.272319
   2.80397     24.594205     24.593993
   2.71622     24.969238     24.968998
   2.62847     25.289450     25.289111
   2.54072     25.509951     25.509458
   2.45297     25.708174     25.707541
   2.36522     25.974508     25.973776
   2.27748     26.297339     26.296551
   2.27748     26.297339     26.296551
   2.23360     26.131277     26.130514
   2.18973     25.964932     25.964203
   2.14585     25.807962     25.807268
   2.10198     25.666288     25.665627
   2.05810     25.544822     25.544193
   2.01423     25.447875     25.447277
   1.97035     25.379907     25.379338
   1.92648     25.343725     25.343182
   1.88261     25.339727     25.339209
   1.83873     25.366244     25.365748
   1.79486     25.416672     25.416194
   1.75098     25.484582     25.484117
   1.70711     25.408568     25.408395
   1.66323     25.287589     25.287409
   1.61936     25.181485     25.181300
   1.57548     25.058373     25.058049
   1.53161     24.862495     24.861939
   1.48774     24.564491     24.563944
   1.44386     24.455353     24.454810
   1.44386     24.455353     24.454810
   1.36787     24.516012     24.515470
   1.29188     24.314764     24.314553
   1.21588     24.335761     24.335093
   1.13989     24.484247     24.483579
   1.06390     24.674854     24.674187
   0.98791     24.907341     24.906674
   0.91191     25.181337     25.180670
   0.83592     25.496341     25.495675
   0.75993     25.851659     25.850993
   0.68393     26.246375     26.245710
   0.60794     26.678753     26.678088
   0.53195     26.543489     26.543049
   0.45596     26.199622     26.199170
   0.37996     25.878558     25.878093
   0.30397     26.364624     26.363971
   0.22798     26.960335     26.959677
   0.15199     27.538569     27.537902
   0.07599     28.026863     28.026193
   0.00000     28.227138     28.226450
 
# Band-Index   25
   0.00000     30.269479     30.268836
   0.07599     29.893872     29.893280
   0.15199     29.512783     29.512156
   0.22798     29.250636     29.249979
   0.30397     28.713627     28.712968
   0.37996     28.172322     28.171661
   0.45596     27.646525     27.645863
   0.53195     27.146689     27.146025
   0.60794     26.883114     26.882684
   0.68393     27.188547     27.188123
   0.75993     27.433891     27.433472
   0.83592     27.333393     27.332743
   0.91191     26.895186     26.894597
   0.98791     26.362699     26.362140
   1.06390     25.840083     25.839536
   1.13989     25.372442     25.371900
   1.21588     24.984930     24.984390
   1.29188     24.695193     24.694652
   1.36787     24.712918     24.712699
   1.44386     24.971919     24.971718
   1.44386     24.971919     24.971718
   1.48774     24.985934     24.985735
   1.53161     25.027068     25.026871
   1.57548     25.093288     25.093096
   1.61936     25.213309     25.212673
   1.66323     25.667473     25.667018
   1.70711     25.566411     25.565953
   1.75098     25.540201     25.540033
   1.79486     25.679638     25.679473
   1.83873     25.821850     25.821685
   1.88261     25.964313     25.964146
   1.92648     26.103894     26.103722
   1.97035     26.237165     26.236980
   2.01423     26.360347     26.360141
   2.05810     26.468712     26.468465
   2.10198     26.552849     26.552520
   2.14585     26.593893     26.593399
   2.18973     26.559302     26.558606
   2.23360     26.448259     26.447478
   2.27748     26.297343     26.296555
   2.27748     26.297343     26.296555
   2.36522     26.541217     26.540575
   2.45297     26.579433     26.579081
   2.54072     26.599397     26.599165
   2.62847     26.708185     26.707918
   2.71622     26.890819     26.890476
   2.80397     27.182822     27.182447
   2.89172     27.488331     27.487947
   2.97947     27.730543     27.730162
   3.06722     27.572002     27.571289
   3.15496     27.407089     27.406387
   3.24271     27.298621     27.297929
   3.33046     27.261991     27.261304
   3.41821     27.332057     27.331368
   3.50596     27.579021     27.578324
   3.59371     28.082071     28.081377
   3.68146     28.790302     28.789624
   3.76921     29.411496     29.410860
   3.85695     29.795751     29.795159
   3.94470     30.269479     30.268836
 
# Band-Index   26
   3.94470     30.269494     30.268851
   3.85695     30.067641     30.066992
   3.76921     29.519964     29.519304
   3.68146     29.267533     29.266857
   3.59371     29.080317     29.079649
   3.50596     28.718710     28.718157
   3.41821     27.906382     27.905908
   3.33046     27.627421     27.627031
   3.24271     27.724370     27.724003
   3.15496     27.844649     27.844282
   3.06722     27.856284     27.855911
   2.97947     27.786856     27.786130
   2.89172     28.047289     28.046552
   2.80397     27.673559     27.673406
   2.71622     27.145215     27.145060
   2.62847     26.765923     26.765745
   2.54072     26.696321     26.696162
   2.45297     26.790943     26.790860
   2.36522     26.880590     26.880545
   2.27748     26.879008     26.879204
   2.27748     26.879008     26.879204
   2.23360     26.897987     26.898181
   2.18973     26.910665     26.910548
   2.14585     26.956384     26.956086
   2.10198     27.050586     27.050153
   2.05810     27.076488     27.076350
   2.01423     27.105665     27.105511
   1.97035     27.142221     27.142055
   1.92648     27.190146     27.189971
   1.88261     27.253391     27.253208
   1.83873     27.335779     27.335592
   1.79486     27.193329     27.192714
   1.75098     26.688608     26.687992
   1.70711     26.180482     26.179861
   1.66323     25.682994     25.682367
   1.61936     25.803747     25.803184
   1.57548     25.291975     25.291412
   1.53161     25.249378     25.249026
   1.48774     25.335812     25.335445
   1.44386     25.359917     25.359546
   1.44386     25.359917     25.359546
   1.36787     25.603489     25.603126
   1.29188     25.964037     25.963640
   1.21588     26.339600     26.339161
   1.13989     26.728480     26.728009
   1.06390     27.121309     27.120822
   0.98791     27.473661     27.473184
   0.91191     27.648565     27.648130
   0.83592     27.598997     27.598578
   0.75993     27.548354     27.547650
   0.68393     27.641781     27.641065
   0.60794     27.749779     27.749066
   0.53195     27.926752     27.926047
   0.45596     28.194626     28.193932
   0.37996     28.555107     28.554424
   0.30397     28.983275     28.982598
   0.22798     29.378962     29.378270
   0.15199     29.745014     29.744361
   0.07599     30.122009     30.121362
   0.00000     30.269494     30.268851
 
# Band-Index   27
   0.00000     30.673672     30.673145
   0.07599     30.191051     30.190458
   0.15199     29.923848     29.923256
   0.22798     29.650065     29.649510
   0.30397     29.713305     29.712716
   0.37996     29.146939     29.146426
   0.45596     28.433586     28.433107
   0.53195     28.097070     28.096632
   0.60794     28.063845     28.063442
   0.68393     28.149126     28.148745
   0.75993     28.209785     28.209408
   0.83592     28.161581     28.161190
   0.91191     28.004099     28.003698
   0.98791     27.886562     27.886189
   1.06390     27.752560     27.752032
   1.13989     27.569960     27.569439
   1.21588     27.430721     27.430206
   1.29188     27.333642     27.333134
   1.36787     27.276772     27.276268
   1.44386     27.258108     27.257606
   1.44386     27.258108     27.257606
   1.48774     26.901716     26.901273
   1.53161     26.445003     26.444560
   1.57548     26.061950     26.061500
   1.61936     25.813876     25.813421
   1.66323     26.359513     26.358961
   1.70711     26.918620     26.918095
   1.75098     27.416430     27.415965
   1.79486     27.439139     27.438950
   1.83873     27.682327     27.681711
   1.88261     27.883290     27.882832
   1.92648     27.667783     27.667309
   1.97035     27.478614     27.478127
   2.01423     27.314232     27.313738
   2.05810     27.172271     27.171788
   2.10198     27.051730     27.051609
   2.14585     27.029049     27.028949
   2.18973     26.954768     26.954957
   2.23360     26.907289     26.907246
   2.27748     26.911285     26.911254
   2.27748     26.911285     26.911254
   2.36522     26.952961     26.953152
   2.45297     27.164289     27.164468
   2.54072     27.490823     27.490980
   2.62847     27.901379     27.901499
   2.71622     28.345385     28.345421
   2.80397     28.346800     28.346054
   2.89172     28.218742     28.218569
   2.97947     28.672057     28.671850
   3.06722     28.862882     28.862337
   3.15496     28.787061     28.786486
   3.24271     28.734339     28.733743
   3.33046     28.726937     28.726323
   3.41821     28.779511     28.778881
   3.50596     28.899970     28.899322
   3.59371     29.790210     29.789615
   3.68146     29.742095     29.741541
   3.76921     29.916581     29.915998
   3.85695     30.167491     30.166895
   3.94470     30.673672     30.673145
 
# Band-Index   28
   3.94470     30.993313     30.992752
   3.85695     31.320399     31.319831
   3.76921     32.082654     32.082075
   3.68146     30.981966     30.981346
   3.59371     29.790244     29.789685
   3.50596     29.857937     29.857539
   3.41821     29.343742     29.343361
   3.33046     29.149855     29.149497
   3.24271     29.135333     29.135008
   3.15496     29.115318     29.115031
   3.06722     28.974598     28.974352
   2.97947     28.926937     28.926450
   2.89172     28.913730     28.913373
   2.80397     28.723866     28.723728
   2.71622     28.675548     28.674794
   2.62847     28.427139     28.426403
   2.54072     27.895886     27.895224
   2.45297     27.421320     27.420798
   2.36522     27.073384     27.073174
   2.27748     26.979586     26.979543
   2.27748     26.979586     26.979543
   2.23360     26.988784     26.988729
   2.18973     27.007486     27.007408
   2.14585     27.047905     27.048085
   2.10198     27.173802     27.173967
   2.05810     27.325709     27.325850
   2.01423     27.493243     27.493346
   1.97035     27.660823     27.660870
